,Voluntary,Voluntary,Voluntary,Voluntary,Voluntary,Voluntary,Voluntary,Voluntary,Voluntary,"Voluntary + training","Voluntary + training","Voluntary + training","Voluntary + training","Voluntary + training","Voluntary + training","Voluntary + training","Voluntary + training","Voluntary + training",Sedentary,Sedentary,Sedentary,Sedentary,Sedentary,Sedentary,Sedentary,Sedentary,Sedentary
Microcellular_Tegmental_Nucleus,0.47740390,0.45535170,0.45917890,0.48360040,0.50756630,0.49717800,0.45881440,0.51959480,,0.51148460,0.49526440,0.49070810,0.48095780,0.50966220,0.45817650,0.50118750,0.46738010,0.50783960,0.47020500,0.47120740,0.45999900,0.45416700,0.43093010,0.44988410,0.45826760,0.44514560,0.47795060
Pretectal_Nucleus,0.09076050,0.08921137,0.09495226,0.09686588,0.09312975,0.09139838,0.09477000,0.10224230,,0.10944110,0.09777713,0.09267413,0.09021375,0.09148950,0.09094276,0.09449663,0.08875575,0.07973438,0.07982551,0.07745625,0.06770588,0.07262663,0.06925500,0.08583976,0.07490475,0.08611313,0.07262663
Latero_Dorsal_Thalamic_Nucleus_Ventro_Lateral,0.07362900,0.09641025,0.08419950,0.10060200,0.12575250,0.12675490,0.10534050,0.11554650,,0.10260680,0.09959963,0.10944110,0.11454410,0.12520580,0.10479370,0.12593470,0.08565750,0.10278900,0.09759488,0.08091900,0.08830013,0.10260680,0.07827638,0.08893801,0.09950850,0.08547525,0.09586351
Latero_Posterior_Nuclei_of_Thalamus,0.11828030,0.12921530,0.12757500,0.14844260,0.14962730,0.15637050,0.14789590,0.16730550,,0.17942510,0.15290780,0.20740050,0.14816920,0.17614460,0.13404490,0.15090300,0.12465900,0.15992440,0.11973830,0.13632300,0.13276910,0.12757500,0.10980560,0.13049100,0.13468280,0.13696090,0.11837140
Anterior_Thalamic_Nuclei,0.46218600,0.51339830,0.46537540,0.52050600,0.54729680,0.54201150,0.48223350,0.52743150,,0.52925400,0.52588240,0.54592990,0.44614800,0.55814060,0.47211860,0.50738400,0.49535550,0.51276040,0.47321220,0.47995540,0.50273660,0.53900440,0.42364010,0.48214240,0.49280400,0.47585480,0.50036740
Red_Nucleus_Magnocellular,0.09622800,0.09057825,0.08729775,0.09850613,0.10907660,0.10643400,0.10060200,0.10506710,,0.10051090,0.09303863,0.10379140,0.09814163,0.10224230,0.09094276,0.10616060,0.10606950,0.09850613,0.10707190,0.10734530,0.10852990,0.11654890,0.10461150,0.10935000,0.10123990,0.09504338,0.09786826
Pararubral_Nucleus,0.01631138,0.01959188,0.02004750,0.02451263,0.02451263,0.02177888,0.02177888,0.02141437,,0.01995638,0.01913625,0.02086763,0.01986525,0.02269012,0.02050313,0.02396588,0.02141437,0.01886288,0.01831613,0.02059425,0.02050313,0.02296350,0.01931850,0.02077650,0.02004750,0.01849838,0.02132325
Retro_Rubral_Field,0.23400900,0.22790360,0.23118410,0.25961510,0.25961510,0.24804230,0.23929430,0.26435360,,0.25751920,0.24767780,0.24868010,0.23173090,0.25086710,0.22835930,0.25943290,0.26171100,0.25788380,0.23728950,0.23081960,0.24057000,0.25888610,0.22289180,0.25360090,0.24175460,0.24749550,0.23710730
Cerebrospinal_fluid,0.49426200,0.47348550,0.42309340,0.38919490,0.34736850,0.25524110,0.38117590,0.46646890,,0.30599780,0.46738010,0.27173470,0.37361250,0.28576800,0.43238810,0.31255880,0.50401240,0.36459110,0.38928600,0.42455140,0.35502300,0.32431390,0.35320050,0.43575980,0.34992000,0.34600160,0.35101350
IntermediateReticularNucleus,0.97039010,0.95489890,0.93904320,0.95453440,1.03809600,0.99144010,0.97950270,0.99645190,,0.98141630,1.00665800,0.99253350,0.94159470,0.98424110,0.94150350,0.97075470,0.96419360,0.96683630,0.94906690,1.02369800,0.99836550,0.99581400,0.94314380,0.95608350,0.99845670,0.94961360,0.97758900
PosteriorDorsal_ParaventricularMedialParvicellular_Posterior_LateralHypothalamus,0.56880220,0.58848520,0.56688860,0.62238380,0.61081090,0.68443990,0.59440840,0.66849300,,0.60178950,0.61609610,0.66557700,0.58274440,0.63577910,0.57199160,0.62529980,0.62457080,0.61327130,0.58201540,0.61044640,0.59039890,0.59039890,0.54337840,0.62785120,0.59568420,0.59185690,0.61545830
Prerubral_Forel,0.06916387,0.07444913,0.06715912,0.08183026,0.08784451,0.08866463,0.08529300,0.08246813,,0.08775338,0.08082788,0.08629538,0.08128350,0.08082788,0.07335563,0.08301488,0.08301488,0.08483738,0.07955213,0.07909650,0.08456400,0.08994038,0.08228588,0.08884688,0.08365275,0.07927875,0.09203625
PVG_of_Hypothalamus,0.04291988,0.04592700,0.05276138,0.05194125,0.05604188,0.06761475,0.04902525,0.05558625,,0.04355775,0.04948088,0.05941350,0.04674713,0.05795550,0.04984538,0.06715912,0.04574475,0.04838737,0.04456013,0.04355775,0.04501575,0.04638262,0.04374000,0.04720275,0.04428675,0.04938975,0.04948088
"Basal Lateral Amygdala",0.78750230,0.76144050,0.75205460,0.76545000,0.92719690,0.94359940,0.77638500,0.89320730,,0.82969310,0.80618290,0.88099650,0.77027960,0.85247440,0.73902370,0.85557260,0.80663850,0.84336190,0.79041830,0.76472100,0.77365130,0.82951090,0.75296590,0.75743100,0.81739130,0.77720520,0.83470500
Cingulate_Cortex_Area_24a,0.91662640,0.90140860,0.91908680,0.97786240,1.07837300,0.93302890,0.99308030,0.96792980,,0.95316750,0.86268040,0.96027530,0.91106780,0.84718910,0.82841740,0.87151950,0.95681250,0.93375790,0.89612330,0.94815560,0.91525950,0.93002180,0.81966940,0.98178080,0.95963740,0.91380160,1.01212500
Cingulate_Cortex_Area_24a_prime,0.32431390,0.34745960,0.35474960,0.36422660,0.40842230,0.31037180,0.31766180,0.36677810,,0.37069650,0.34190100,0.32185350,0.38436530,0.31483690,0.32139790,0.32021330,0.35784790,0.35247150,0.35584310,0.37579950,0.36331540,0.34053410,0.38008240,0.43466630,0.43676210,0.41234060,0.41361640
Cingulate_Cortex_Area_24b,0.79333420,0.73410300,0.77091750,0.66739950,0.73182490,0.67505400,0.63641700,0.80754980,,0.66029180,0.77328680,0.70184480,0.67068000,0.57135380,0.79451890,0.62967380,0.82613930,0.64133780,0.79023600,0.75260140,0.72435270,0.71223300,0.67414280,0.84135720,0.84746250,0.81438420,0.81219710
Cingulate_Cortex_Area_24b_prime,0.32240030,0.27756680,0.24959140,0.25961510,0.28777270,0.24266590,0.21696860,0.27647330,,0.28631480,0.27856910,0.25733700,0.20530460,0.21787990,0.25979740,0.21560180,0.34527260,0.23947650,0.25633460,0.23801850,0.26380690,0.23227760,0.24111680,0.26572050,0.27082350,0.26189330,0.27073240
Cingulate_Cortex_Area_29a,0.27993600,0.30034800,0.27820460,0.26234890,0.27583540,0.23619600,0.27410400,0.29178230,,0.28667930,0.27683780,0.23984100,0.28376330,0.25861280,0.27537970,0.21359700,0.25679030,0.27884250,0.24831560,0.28622360,0.27629100,0.24284810,0.25597010,0.31629490,0.26435360,0.26654060,0.24986480
Cingulate_Cortex_Area_29b,0.18944890,0.22125150,0.21915560,0.21669520,0.20548690,0.15509480,0.17924290,0.22434980,,0.22243610,0.19373180,0.16356940,0.20475790,0.21660410,0.19245600,0.15445690,0.19254710,0.21013430,0.17887840,0.17751150,0.19382290,0.18862870,0.17769380,0.20266200,0.20029280,0.17860500,0.18580390
Cingulate_Cortex_Area_29c,0.67250250,0.72180120,0.74977650,0.68662690,0.74512920,0.74704280,0.66721730,0.77438030,,0.71615140,0.69218550,0.64598510,0.66785510,0.76945950,0.72690420,0.64580290,0.70813240,0.67049780,0.70248260,0.72972900,0.71068390,0.69819970,0.67286700,0.81620660,0.77729620,0.72571950,0.68535110
Cingulate_Cortex_Area_30,1.38646700,1.62603400,1.48041700,1.54055900,1.96410800,1.80719100,1.68481000,1.84209200,,1.73948500,1.57172400,1.66968300,1.43020700,1.69966400,1.57391100,1.73784500,1.65929500,1.74057900,1.50064700,1.55832900,1.63323300,1.52816600,1.30618600,1.68289600,1.45371700,1.47157800,1.64735800
Cingulate_Cortex_Area_32,0.95499000,1.00146400,1.01167000,1.11008500,1.11792200,1.20130100,0.91844890,1.18927200,,1.14489400,1.02643200,1.28140000,1.02014400,1.14480300,0.97503750,1.01759300,1.00219300,1.08338500,1.03827800,0.99435600,1.10616600,1.15956600,0.99554070,1.09104000,1.05732300,1.07764400,1.11537000
Primary_Auditory_Cortex,0.54356060,0.55677380,0.55905190,0.64780770,0.77100870,0.74676940,0.60589020,0.62602880,,0.71770050,0.55677380,0.72608400,0.58556930,0.70248260,0.51294260,0.69756190,0.61172220,0.61081090,0.64024420,0.79807280,0.72927340,0.65856040,0.54793470,0.66767290,0.64826330,0.61673400,0.75651980
Secondary_Auditory_Cortex_Dorsal_Part,0.63632590,0.65910710,0.67696760,0.73993500,0.98369440,0.86504970,0.71997860,0.73720130,,0.93029520,0.68115940,0.87252190,0.69838200,0.88509710,0.58602490,0.90642040,0.73665450,0.71606030,0.72116330,0.80080650,0.78549750,0.77501820,0.62429740,0.72553730,0.71387330,0.61955890,0.75296590
Secondary_Auditory_Cortex_Ventral_Part,0.65245500,0.66958650,0.69118310,0.70977260,0.83743880,0.81529540,0.72280350,0.77055300,,0.79160290,0.71651590,0.73027580,0.65336630,0.81165040,0.59367940,0.80499830,0.74303330,0.68708250,0.74203090,0.81711790,0.81502210,0.76672580,0.65445980,0.75615530,0.72198340,0.77064410,0.85648390
Dorsolateral_Orbital_Cortex,0.29023310,0.26043530,0.24257480,0.30772910,0.31784400,0.35037560,0.28166740,0.30873150,,0.29524500,0.31292330,0.35529640,0.30554210,0.29232900,0.27055010,0.33169500,0.30444860,0.28713490,0.30071250,0.33051040,0.31930200,0.31228540,0.26717850,0.33041930,0.30900490,0.29688530,0.34873540
Frontal_Cortex_Area_3,0.39958310,0.39958310,0.44068050,0.46009010,0.56278800,0.58602490,0.45234450,0.49708690,,0.55978090,0.46291500,0.58347340,0.42801410,0.59194800,0.43229700,0.52825160,0.51075570,0.49298630,0.46191260,0.48059330,0.52433320,0.52551790,0.43812900,0.54483640,0.51121130,0.51066450,0.55686490
Frontal_Association_Cortex,3.61629600,3.43258800,3.44352300,4.22993100,3.87545500,4.25890900,3.42712000,3.83909600,,3.80711200,3.84438200,4.98699800,3.51050000,3.62431500,3.82825300,3.81503900,3.70678300,3.59387900,3.51214000,3.68135900,3.96357300,3.75708400,3.47076900,4.02535600,3.62604600,3.78843100,4.00476200
Insular_Cortex,3.19757600,3.30255200,3.10171300,3.45391100,3.92420700,3.87919100,3.38374500,3.55105000,,3.37080500,3.30364600,3.40351900,3.23994900,3.77631100,2.85813600,3.64673100,3.41445400,3.41992100,3.23502900,3.51259500,3.46475500,3.42611800,3.01350400,3.41700500,3.30519500,3.10617800,3.67652900
Lateral_Orbital_Cortex,1.34473200,1.29388400,1.23310400,1.46583700,1.54356600,1.62311900,1.35129300,1.42237000,,1.50848300,1.42665300,1.73465500,1.30800800,1.48105500,1.30363400,1.52916900,1.29880500,1.40441900,1.41006800,1.55058300,1.49909700,1.49062300,1.28231100,1.45061900,1.49554400,1.39876900,1.51887200
Lateral_Parietal_Association_Cortex,0.09139838,0.09258300,0.08520187,0.09941738,0.12374780,0.10123990,0.09978188,0.09959963,,0.12420340,0.10032860,0.10752750,0.08912025,0.12775730,0.08292376,0.11290390,0.08902913,0.10652510,0.08192138,0.09613688,0.08921137,0.10114880,0.08347050,0.09559013,0.08921137,0.09531675,0.09176288
Primary_Motor_Cortex,3.64390700,3.71562200,3.63224300,3.81959600,4.36188000,4.37482000,3.68719100,4.22646900,,3.96093100,4.09087500,4.19712600,3.52134300,4.42257000,3.86105800,4.23567200,4.05898100,4.08094200,3.80829600,4.10099000,4.01560500,4.10007900,3.69028900,4.00631100,4.12532000,4.10490800,3.92320500
Secondary_Motor_Cortex,3.17361000,3.19393100,3.11465300,3.49573700,3.49200100,3.46402600,3.19848800,3.42684700,,3.28605900,3.37809500,3.79872800,2.99555200,3.18609500,3.40397500,3.26838000,3.36497300,3.44379600,3.31476300,3.26765200,3.47477900,3.40060300,3.11018800,3.61757200,3.53847500,3.44051600,3.54111800
Medial_Orbital_Cortex,0.62211040,0.60871500,0.72991130,0.74157530,0.74722500,0.79224080,0.63650820,0.74676940,,0.76134940,0.67787890,0.78859580,0.63049390,0.74075510,0.70348500,0.68653580,0.66767290,0.74275990,0.63577910,0.68234400,0.71432890,0.72717750,0.61236000,0.74722500,0.69911100,0.71870290,0.70731230
Medial_Parietal_Association_Cortex,0.22343850,0.22936160,0.21141000,0.21806210,0.25414760,0.22999950,0.20585140,0.21787990,,0.24047890,0.20494010,0.26900100,0.19263820,0.24886240,0.20147740,0.26043530,0.21104550,0.22498760,0.17222630,0.20339100,0.19673890,0.22225390,0.17559790,0.22380300,0.21660410,0.20357330,0.20585140
Parietal_Cortex_Posterior_Area_Rostral_Part,0.03699675,0.03654113,0.03380737,0.04228200,0.04419563,0.05677088,0.03809025,0.04565363,,0.04756725,0.03872813,0.04428675,0.03417188,0.05440162,0.03253163,0.04929863,0.03836362,0.04647375,0.03462750,0.03845475,0.04173525,0.03754350,0.03672338,0.03954825,0.03617663,0.03645000,0.04000388
Primary_Somatosensory_Cortex,0.30207940,0.34281230,0.32203580,0.40131450,0.48979690,0.49617560,0.37725750,0.40441280,,0.45416700,0.39712280,0.45489600,0.33707140,0.44049830,0.27711110,0.44769710,0.34117200,0.42117980,0.34454360,0.37607290,0.43147690,0.38892150,0.31037180,0.39757840,0.35210700,0.28020940,0.35010220
Primary_Somatosensory_Cortex_Barrel_Field,4.19047500,4.49483200,4.52617900,5.01925600,4.93851900,5.45857000,4.52490300,5.15202500,,4.96166500,4.60536700,4.86999400,4.22719800,5.00285400,3.93678200,4.66323100,4.59917000,4.96649500,4.66778700,4.99902600,5.30402200,4.95847600,4.28451500,5.13006400,4.78315200,4.18664700,5.05060300
Primary_Somatosensory_Cortex_Dysgranular_Zone,0.76326300,0.71715380,0.78294610,0.79761710,0.85183650,0.92810820,0.77201100,0.86249820,,0.87425330,0.85229210,0.87188400,0.64106440,0.84974060,0.71888510,0.86186030,0.82167420,0.88974450,0.79652360,0.80317570,0.84782700,0.77866320,0.67787890,0.81957830,0.79105620,0.71806500,0.80581840
Primary_Somatosensory_CortexForelimb_Region,1.75971500,1.81967500,1.77775800,1.88583200,1.99372400,2.14162000,1.79215500,2.04384300,,2.07373200,2.03309000,1.87325700,1.73201300,2.07008700,1.67943400,2.04593800,2.03709900,2.04921900,1.99162800,1.87316600,1.91253200,1.91936600,1.64189000,1.99217500,1.79343100,1.87079600,1.92629100
Primary_Somatosensory_Cortex_Hindlimb_Region,1.64325700,1.59988200,1.49426800,1.73520200,1.89193700,1.98880300,1.60070200,1.88255100,,1.88519400,1.80819300,1.78194900,1.57992500,1.99682200,1.61883600,1.96210400,1.78841900,1.79652900,1.70540400,1.84309400,1.75734600,1.69428700,1.55012700,1.81994900,1.69273800,1.69237400,1.68317000
Primary_Somatosensory_Cortex_Jaw_Region,1.42200600,1.43057100,1.52752800,1.68235000,1.80828500,2.03363700,1.59660100,1.70996100,,1.80983400,1.56106200,1.81275000,1.47221600,2.04794300,1.41863400,1.68244100,1.76700500,1.66294000,1.62293600,1.77274600,1.73356200,1.71260300,1.52980600,1.85111300,1.86405300,1.73000800,1.87872400
Primary_Somatosensory_Cortex_Shoulder_Region,0.07517812,0.07636275,0.07144200,0.08037225,0.09713925,0.10069310,0.07508700,0.09741263,,0.09021375,0.07408462,0.08301488,0.07080413,0.09887063,0.06469875,0.10634290,0.08009887,0.08073675,0.07864088,0.08009887,0.08456400,0.07663613,0.07317337,0.08410838,0.07116862,0.07144200,0.07399350
Primary_Somatosensory_Cortex_Trunk_Region,0.28002710,0.29615630,0.27957150,0.34244780,0.40486840,0.37206340,0.32148900,0.34864430,,0.38773690,0.30818480,0.36677810,0.27619990,0.41388980,0.24849790,0.37024090,0.29424260,0.33898500,0.25487660,0.30235280,0.28968640,0.30262610,0.27474190,0.29433380,0.28494790,0.28121180,0.28002710
Primary_Somatosensory_Cortex_Upper_Lip_Region,2.18280800,2.25744000,2.21032800,2.61729200,2.40342200,2.64472100,2.30136200,2.44707100,,2.40005000,2.29070000,2.29370700,2.21123900,2.41517700,2.00529700,2.30865200,2.26527600,2.32997500,2.40333100,2.49846500,2.52717000,2.58275600,2.09733300,2.60745100,2.57045400,2.27256700,2.66048600
Secondary_Somatosensory_Cortex,2.84082200,2.88046100,2.70340500,3.04658200,3.12030200,3.33991400,2.82651500,2.90114700,,3.02079400,2.80327800,2.73019600,2.84610700,3.24550800,2.30865200,2.86588100,3.01204600,2.80637700,3.01632900,3.14554400,3.01560000,3.23074600,2.65319600,3.18272300,3.10371800,2.77184000,3.26674000
Temporal_Association_Cortex,1.08065100,1.19592500,1.17396300,1.25041700,1.52525000,1.29479500,1.26663800,1.22544900,,1.33525500,1.17077400,1.26490600,1.09432000,1.46401400,0.94068340,1.44123300,1.19610700,1.33880900,1.20376100,1.35266000,1.31538900,1.27739000,1.06233500,1.22034600,1.15810800,1.26800400,1.32832900
Primary_Visual_Cortex,0.19683000,0.21633080,0.19309390,0.23965880,0.24676650,0.30800250,0.20375550,0.23738060,,0.24795110,0.20758280,0.24576410,0.19546310,0.25706360,0.20247970,0.24713100,0.20995200,0.22772140,0.21204790,0.21323250,0.22808590,0.22726580,0.19837910,0.22608110,0.21259460,0.21897340,0.22453200
Primary_Visual_Cortex_Binocular_Area,0.72344140,0.78194360,0.69072750,0.82541020,1.01003000,1.06023900,0.76772810,0.81210600,,0.91771990,0.73975280,0.86186030,0.73136930,0.93357560,0.65737580,0.85520820,0.70949930,0.86186030,0.76216950,0.84673350,0.84882940,0.83033100,0.66256990,0.81319950,0.77046190,0.73291840,0.80354030
Primary_Visual_Cortex_Monocular_Area,1.73620500,1.98652500,1.78823700,2.18645300,2.52589400,2.41873100,1.99928300,2.26864800,,2.40615600,2.03217900,1.96830000,1.87544400,2.26199600,1.74723100,2.33881400,2.27338600,2.30874300,2.00702800,2.20176200,2.29926600,2.20695600,1.73811800,2.27511800,2.02379500,2.04356900,2.24377100
Secondary_Visual_CortexLateral_Area,0.88928890,0.95535450,0.91134110,1.01978000,1.31575400,1.22116600,0.95298530,0.96237120,,1.13760400,0.90806070,1.10735100,0.90878960,1.29388400,0.74512920,1.20913800,0.94159470,1.13368600,0.96528710,1.13386800,1.05486300,1.03354000,0.82003390,0.98907080,0.93011290,0.85438800,0.99472050
Secondary_Visual_Cortex_Mediolateral_Area,0.45717420,0.48788330,0.50756630,0.53891320,0.66339000,0.56934900,0.51913910,0.53043870,,0.64006200,0.50638160,0.57417860,0.47949980,0.65874270,0.52232850,0.59832670,0.56597740,0.58037510,0.47722160,0.57518100,0.54829910,0.54337840,0.45854100,0.57609220,0.56060100,0.53809310,0.51248700
Secondary_Visual_Cortex_Mediomedial_Area,0.89083800,1.02114700,0.98150740,0.98788610,1.30955700,1.05859900,1.07062800,1.11527900,,1.14088500,1.02615900,1.02023600,0.92072700,1.12448300,1.01522400,1.14580600,1.04903100,1.14562400,0.91389260,1.00911800,1.02980400,0.98096070,0.81347290,1.09915000,0.98606370,0.97093690,1.03226400
Ventral_Orbital_Cortex,0.62657550,0.66165860,0.70758560,0.84545780,0.86104020,0.78075900,0.69592170,0.69063640,,0.83069550,0.71186850,0.89083800,0.72216560,0.73291840,0.79360770,0.72417040,0.66457460,0.79306090,0.67514510,0.80846100,0.75405940,0.74804510,0.68844940,0.80590950,0.77182880,0.76709030,0.78321940
Caudomedial_Entorhinal_Cortex,2.07446100,2.27375100,2.04712300,2.43659100,2.43732000,2.30500700,2.21078400,2.36378300,,2.21442900,2.28240800,2.11218600,2.15629100,2.17333100,2.11127500,2.20048700,2.59059300,2.36952400,2.34674200,2.54812800,2.42210300,2.37654000,2.20021300,2.36360000,2.32742400,2.36442000,2.46821200
Dorsal_Intermediate_Entorhinal_Cortex,0.66594150,0.66995100,0.63860400,0.69819970,0.76763700,0.68744700,0.69674180,0.69747080,,0.70257380,0.68343750,0.60005810,0.65081480,0.56242350,0.64972130,0.73783920,0.70184480,0.71442000,0.69136540,0.69628610,0.68544230,0.73674570,0.66594150,0.67724100,0.67432500,0.69191220,0.71970530
Dorsolateral_Entorhinal_Cortex,1.17077400,1.21569900,1.17387200,1.23201000,1.35885600,1.29342800,1.17633300,1.23255700,,1.25697800,1.22490200,1.33325000,1.15036200,1.23510800,1.18936300,1.28832500,1.34591600,1.25880100,1.29233500,1.32896700,1.25843600,1.30263200,1.22800100,1.20768000,1.12612300,1.22763600,1.21497000
Medial_Entorhinal_Cortex,0.29488050,0.29770540,0.28932190,0.34153650,0.36796270,0.35365610,0.32030440,0.33114830,,0.32759440,0.31246760,0.28476560,0.28841060,0.29834330,0.27948040,0.33524890,0.34436140,0.30845810,0.30736460,0.36049050,0.31866410,0.31228540,0.31274100,0.30909600,0.30618000,0.31884640,0.34545490
Ventral_Intermediate_Entorhinal_Cortex,0.45772090,0.44587460,0.45453150,0.50301000,0.56789100,0.51904800,0.50182540,0.52542670,,0.50683720,0.47521690,0.44715040,0.47457900,0.42218210,0.44277640,0.54264940,0.50510590,0.47804180,0.45963450,0.53098540,0.48961460,0.50255440,0.46902040,0.47239200,0.45808540,0.46701560,0.51066450
Claustrum,0.11290390,0.12156080,0.12784840,0.13140230,0.15154090,0.14844260,0.11919150,0.14388640,,0.15873980,0.14971840,0.14926280,0.09021375,0.14379530,0.11982940,0.13832770,0.13231350,0.14434200,0.11144590,0.14889830,0.15582380,0.13167560,0.14078810,0.13860110,0.13295140,0.14707580,0.14142600
Dorsal_Claustrum,0.05130338,0.04866075,0.04036837,0.04720275,0.05832000,0.05822888,0.04911638,0.04574475,,0.04629150,0.04301100,0.05485725,0.03891038,0.06187388,0.04036837,0.05303475,0.05103000,0.03836362,0.04510688,0.04620038,0.04647375,0.05267025,0.04510688,0.04538025,0.04310213,0.04237312,0.05877563
Posterolateral_Cortical_Amygdaloid_Area,0.78112350,0.71824730,0.78841350,0.78923360,0.90231980,0.87753380,0.80645630,0.88810430,,0.83680090,0.85256550,0.78868690,0.76690800,0.69018080,0.75287480,0.84226840,0.87461780,0.83698310,0.81739130,0.86058450,0.84846490,0.86404730,0.80071540,0.84718910,0.87525560,0.83424940,0.92519220
Ventral_Claustrum,0.11618440,0.11408850,0.11755130,0.12301880,0.14078810,0.14853380,0.11864480,0.13231350,,0.10670740,0.12137850,0.13003540,0.09823275,0.15883090,0.10798310,0.13686980,0.11281280,0.10634290,0.11782460,0.12174300,0.12192530,0.12010280,0.10616060,0.10534050,0.11445300,0.11363290,0.11645780
Hippocampus,15.23683000,15.62612000,15.69273000,16.06916000,16.11281000,15.85037000,15.51358000,16.51285000,,15.09313000,16.04775000,14.97567000,15.76727000,14.24676000,15.92027000,15.10989000,16.34099000,15.56187000,14.89967000,15.72845000,15.21560000,15.53125000,14.20821000,15.66876000,15.45917000,14.95006000,15.67596000
Dorsal_Tenia_Tecta,0.23701610,0.22626340,0.24339490,0.25132270,0.31164750,0.29606510,0.25578790,0.27474190,,0.28759050,0.26608500,0.29360480,0.23091080,0.29342250,0.20348210,0.25843050,0.27146140,0.29077990,0.25360090,0.24767780,0.25597010,0.25305410,0.25469440,0.26152880,0.25369200,0.24940910,0.27492410
Ectorhinal_Cortex,1.11035800,1.18571900,1.17915700,1.22718000,1.57409300,1.19492200,1.26600000,1.21916100,,1.30491000,1.12338900,1.12256900,1.06479600,1.30390800,0.91990690,1.43767900,1.22417300,1.36869800,1.14963300,1.26618200,1.21041300,1.30345200,1.04976000,1.20075400,1.13195500,1.14006500,1.29743800
Parasubiculum,0.55440450,0.58657160,0.54520090,0.64325140,0.62994710,0.60297410,0.60525230,0.63240750,,0.55741170,0.60005810,0.54046240,0.56606850,0.55495130,0.52907170,0.59222140,0.60379430,0.58812080,0.60862390,0.60488780,0.60078720,0.58210650,0.50018510,0.58092190,0.55285540,0.54374290,0.57308510
Perirhinal_Cortex,0.95827050,0.95927290,0.95134500,0.99645190,1.22371800,1.05768800,1.09441100,1.04483900,,1.07372600,1.04766400,0.97877370,0.94551300,1.17587700,0.85365900,1.17123000,1.14279900,1.02779900,1.07153900,1.06780300,0.99563180,1.11044900,0.95535450,0.98743050,0.94533080,0.98433230,1.05076200
Presubiculum,0.08183026,0.09868838,0.09085163,0.09786826,0.10761860,0.12146960,0.11162810,0.11390630,,0.11299500,0.10370030,0.10707190,0.09759488,0.10442930,0.09066938,0.10151330,0.09486113,0.09568125,0.09167175,0.09194513,0.10807430,0.09987301,0.08538413,0.09914400,0.09467888,0.08766225,0.08665988
Piriform_Cortex,24.28418000,24.44556000,24.81963000,26.27845000,28.10541000,26.88342000,23.82536000,26.17119000,,28.19836000,25.55601000,26.77271000,25.11797000,28.11707000,24.21629000,25.87950000,26.84114000,25.71602000,25.21511000,26.32209000,25.57040000,26.45414000,23.49193000,26.09365000,26.11998000,25.51628000,26.88689000
Amygdalopiriform_Transition_Area,0.11126360,0.12247200,0.11818910,0.12046730,0.14106150,0.12165190,0.12320100,0.12894190,,0.11636660,0.12885080,0.09832387,0.12183410,0.12055840,0.10415590,0.12629920,0.13851000,0.12456790,0.13568510,0.13295140,0.12848630,0.14507100,0.12347440,0.12730160,0.13003540,0.12875960,0.13741650
Hypothalamus,4.69476000,4.87928800,4.98663300,5.01479100,5.34029000,5.29709600,5.04258400,5.36124800,,5.30839600,5.11803600,5.28588800,4.79563600,5.28315400,4.84274700,5.28206100,5.30712000,5.18401100,4.85441100,4.82552400,4.97579000,4.99401500,4.40133800,5.11830900,5.01962100,4.86106300,5.09498100
Preoptic_Telencephalon,2.58530700,2.62002600,2.68618300,2.91472400,2.92119400,3.26254800,2.73384100,2.81275500,,2.94798500,2.76336600,2.95864700,2.74222500,3.04266400,2.62194000,2.82141200,2.81148000,2.71488700,2.56872300,2.78496200,2.75224900,2.79043000,2.53054100,2.77001800,2.77840100,2.66722900,2.83079800
Subthalamic_Nucleus,0.24658430,0.24521740,0.25779260,0.26672290,0.28248750,0.28020940,0.24467060,0.28467450,,0.27383060,0.26216660,0.26562940,0.26699630,0.26781640,0.24093450,0.29378700,0.26617610,0.26061750,0.26453590,0.25679030,0.25751920,0.25897730,0.22553440,0.26508260,0.25451210,0.25925060,0.26991230
Septum,3.25562300,3.27585300,3.39130800,3.69010700,3.83062200,4.13917100,3.50512300,3.54257600,,3.76729000,3.57237300,3.75599000,3.55515100,4.24988800,3.40042100,3.61319800,3.48042800,3.65074100,3.18409000,3.38684300,3.37308300,3.49883600,3.16622900,3.46521000,3.43650600,3.33544900,3.55205200
Globus_Pallidus,1.24166900,1.39794900,1.16940700,1.36714800,1.48916500,1.29552400,1.26554400,1.36122500,,1.15801700,1.31675600,1.30509200,1.36869800,1.33643900,1.16767600,1.36213600,1.34555200,1.36532600,1.38491800,1.39749300,1.41717600,1.36377700,1.23292100,1.39494200,1.44433100,1.28367800,1.46811500
Striatum,11.63211000,11.50162000,12.16619000,12.52978000,14.10597000,14.02942000,12.79951000,13.00983000,,13.52286000,12.92143000,13.52933000,11.50973000,13.65107000,11.98066000,13.49224000,12.93082000,12.92253000,12.13493000,12.45159000,12.58537000,13.00709000,11.82566000,13.01848000,12.76005000,12.39728000,13.08746000
Amygdala,4.86735100,4.76556400,4.79399500,5.34448100,5.68574500,5.95100900,5.31759900,5.44289600,,5.67881900,5.26483800,5.72848200,4.99283000,4.95710900,4.87218000,5.46203300,5.47597500,5.21973100,5.12933500,5.23294400,5.15038500,5.50577300,4.94134400,5.32607400,5.43979800,5.26037300,5.56883100
