,Voluntary,Voluntary,Voluntary,Voluntary,Voluntary,Voluntary,Voluntary,Voluntary,Voluntary,"Voluntary + training","Voluntary + training","Voluntary + training","Voluntary + training","Voluntary + training","Voluntary + training","Voluntary + training","Voluntary + training","Voluntary + training",Sedentary,Sedentary,Sedentary,Sedentary,Sedentary,Sedentary,Sedentary,Sedentary,Sedentary
Lateral_Ventricle,0.20824250,0.20759260,0.20661720,0.25899730,0.21021270,0.25428550,0.19946160,0.19610830,,0.22288870,0.18384980,0.19744170,0.24165970,0.21596470,0.19294950,0.19747840,0.19310460,0.21867910,0.16706780,0.17150380,0.17474110,0.16523250,0.18539950,0.17142980,0.15892830,0.17544810,0.19218070
Cingulate_Cortex_Area_25,0.14183700,0.14765690,0.13835350,0.14038290,0.11027540,0.11940680,0.16684210,0.13457980,,0.13798330,0.16600550,0.13718100,0.15439820,0.13515340,0.15196540,0.14621670,0.13583620,0.15428700,0.15581110,0.16831970,0.15097620,0.15174150,0.15678370,0.16631600,0.17148480,0.15665490,0.15540160
Dorsal_Acustic_Stria,0.40853500,0.37241600,0.35732190,0.37405720,0.40261630,0.39377070,0.37019910,0.36392470,,0.34937090,0.33769380,0.34771940,0.35656960,0.29251820,0.36558100,0.29334310,0.36659190,0.36903940,0.34821810,0.39386580,0.41835850,0.41488420,0.40281400,0.43386160,0.41481340,0.44571160,0.41834580
Postsubiculum,0.19647000,0.18694360,0.20798060,0.15681840,0.14692060,0.13829540,0.17721320,0.16010360,,0.13593560,0.17317270,0.14189080,0.22866360,0.15372110,0.16672140,0.14163310,0.18153770,0.16111940,0.20363490,0.18661490,0.16881230,0.18805150,0.22411020,0.20241380,0.20650680,0.19813590,0.19923270
Ventricular_System_4thVentricle,0.14587830,0.14353270,0.14468520,0.15570860,0.14945930,0.18590970,0.14120590,0.14246620,,0.13995930,0.13405540,0.18342910,0.14448460,0.13022720,0.14081430,0.11667920,0.14310440,0.13092270,0.12985630,0.14075400,0.13724290,0.13460590,0.15248880,0.14767040,0.14370750,0.13389720,0.13810370
Microcellular_Tegmental_Nucleus,0.21304600,0.19795750,0.19340030,0.18805110,0.16430400,0.15450610,0.19588870,0.19297330,,0.16932110,0.20239260,0.14716490,0.20988270,0.17840800,0.19988920,0.17319450,0.18419610,0.19633160,0.21450700,0.21445500,0.19945910,0.21071220,0.21281290,0.20342350,0.21364710,0.21670940,0.20172340
Pretectal_Nucleus,0.19326340,0.18049050,0.14836310,0.16474520,0.13744990,0.15398980,0.14050640,0.13380020,,0.12117810,0.16265260,0.13006020,0.16616150,0.09933603,0.16252800,0.12570990,0.15800030,0.13263540,0.15904960,0.21487630,0.15416820,0.14643580,0.20082680,0.17121060,0.17170990,0.17964230,0.16941790
Latero_Dorsal_Thalamic_Nucleus_Ventro_Lateral,0.20558420,0.18660910,0.16597150,0.15298440,0.16763630,0.18807190,0.16094680,0.17269000,,0.16500370,0.17506210,0.15497240,0.17366300,0.11049990,0.19576950,0.14513790,0.18826940,0.14532190,0.18866990,0.18417990,0.19037520,0.18807200,0.21120740,0.19017700,0.19892600,0.18595750,0.19079530
Latero_Posterior_Nuclei_of_Thalamus,0.16756670,0.16013100,0.12824870,0.15651080,0.14975570,0.16626030,0.11625490,0.12999090,,0.12462110,0.14830060,0.14424760,0.15690500,0.08186592,0.13868640,0.11517510,0.15494310,0.12450490,0.14451230,0.15651850,0.17255640,0.14197550,0.18562300,0.15598490,0.15258210,0.16027530,0.15760280
Anterior_Thalamic_Nuclei,0.21362820,0.20049080,0.19250250,0.22006600,0.17292990,0.15639370,0.21055790,0.20127310,,0.19801130,0.21781700,0.16579540,0.22362470,0.18021540,0.20089020,0.21397010,0.20022960,0.21380480,0.24444300,0.23388110,0.22011690,0.22501170,0.22951830,0.23701030,0.22823840,0.22663990,0.24069420
Red_Nucleus_Magnocellular,0.31169690,0.30691890,0.26568790,0.28797480,0.27454750,0.28442640,0.25370130,0.25808110,,0.25757530,0.28461860,0.23566110,0.32803960,0.18893230,0.27332800,0.21532130,0.28600050,0.24579020,0.28946550,0.28110640,0.27188750,0.27849530,0.32167430,0.30187120,0.29041510,0.30043380,0.30360540
Pararubral_Nucleus,0.21643320,0.20051450,0.21792410,0.20063050,0.18720360,0.17741520,0.22678730,0.19338810,,0.19449510,0.23228670,0.14509650,0.22034180,0.21205970,0.23340210,0.17933770,0.18851160,0.24774570,0.23244870,0.22648940,0.22946480,0.23764880,0.23123960,0.22940870,0.24643870,0.21997500,0.20342530
Retro_Rubral_Field,0.27559340,0.26486410,0.26037200,0.25443290,0.24363810,0.22193390,0.26623070,0.25040300,,0.24081480,0.27165420,0.20220880,0.28375780,0.22328240,0.28576750,0.24179330,0.25624760,0.27144990,0.28055650,0.27116340,0.27425980,0.27749930,0.28541930,0.28491980,0.28628750,0.28805630,0.26550800
Cerebrospinal_fluid,0.16131550,0.12841290,0.14359850,0.15838820,0.12616030,0.15334210,0.11786280,0.12433850,,0.12486870,0.12992540,0.13259310,0.12952060,0.13100240,0.13448550,0.12673510,0.12326770,0.11808850,0.15623830,0.14577210,0.12599270,0.16096530,0.16725000,0.12871020,0.12724700,0.12151150,0.12380900
IntermediateReticularNucleus,0.17770390,0.16352890,0.14842120,0.17771410,0.16147810,0.15616200,0.17820650,0.16511630,,0.16279350,0.17043530,0.15052500,0.19017350,0.13178560,0.17043480,0.13374080,0.16663910,0.16400950,0.18918470,0.19210300,0.17567210,0.18223660,0.18159930,0.17571490,0.18390830,0.17648540,0.17581340
PosteriorDorsal_ParaventricularMedialParvicellular_Posterior_LateralHypothalamus,0.21951030,0.21151060,0.18828780,0.23770420,0.18959060,0.23342410,0.17888850,0.18343170,,0.18248540,0.20700450,0.17845380,0.21812210,0.14232360,0.18823150,0.15946640,0.20398340,0.17826840,0.21170080,0.21339900,0.20987800,0.20895790,0.22391860,0.21562240,0.21958580,0.22103180,0.24022200
Prerubral_Forel,0.29193890,0.28671910,0.27342950,0.30109490,0.26329110,0.27560870,0.27597660,0.28340620,,0.26859580,0.28211220,0.23761710,0.28776370,0.22946490,0.29222120,0.24876230,0.27126530,0.26604340,0.28860130,0.28617140,0.26655430,0.28289400,0.29442350,0.27885380,0.30138620,0.30406810,0.30044820
PVG_of_Hypothalamus,0.20944600,0.18228400,0.17582040,0.19182610,0.16771050,0.19175780,0.17806200,0.17416010,,0.18196490,0.17150890,0.13062810,0.20476240,0.18670830,0.19518290,0.16612770,0.19630750,0.18879910,0.17867540,0.18421870,0.19926570,0.19743200,0.18778890,0.20538180,0.19975540,0.21782580,0.20812580
"Basal Lateral Amygdala",0.19187130,0.18903210,0.15902290,0.18494810,0.14408900,0.16445290,0.14118900,0.15412860,,0.14970290,0.16774220,0.14259040,0.18037810,0.14514590,0.16101800,0.14465510,0.16524850,0.14860470,0.19981500,0.19505410,0.16944480,0.17855020,0.19462400,0.19529370,0.18837400,0.19008770,0.20189530
Cingulate_Cortex_Area_24a,0.18811700,0.18765110,0.15937300,0.20136110,0.16108150,0.13212650,0.16022990,0.16366910,,0.12850570,0.17257260,0.15463240,0.16198160,0.09733888,0.17657800,0.14786690,0.16154010,0.16231410,0.19174800,0.19902830,0.19544460,0.18290320,0.21411420,0.20470160,0.19313430,0.17880580,0.19697270
Cingulate_Cortex_Area_24a_prime,0.20598720,0.18863960,0.16423370,0.20399120,0.14239370,0.16128170,0.14278640,0.15496560,,0.12848170,0.17756070,0.15696110,0.17249920,0.10312040,0.20352270,0.13273340,0.17826080,0.15803160,0.18328190,0.17933010,0.18428510,0.16817650,0.20682740,0.19124360,0.18106650,0.19511530,0.19382430
Cingulate_Cortex_Area_24b,0.15819890,0.16719830,0.14383020,0.16070360,0.13073210,0.12790990,0.11508010,0.12040210,,0.12225340,0.14632470,0.11704020,0.15228320,0.09513658,0.15632850,0.12222790,0.14918350,0.13078650,0.13553220,0.15094890,0.14932700,0.13459850,0.15360040,0.14998260,0.13329190,0.14736340,0.14508380
Cingulate_Cortex_Area_24b_prime,0.16534190,0.15558380,0.13056510,0.16165570,0.12338360,0.14950240,0.12161780,0.11893510,,0.12618750,0.13439120,0.13504950,0.15474540,0.09505492,0.14735010,0.11863620,0.14177790,0.11414120,0.12951430,0.13219380,0.13926020,0.12700360,0.16043410,0.14011670,0.13956250,0.14691090,0.16024720
Cingulate_Cortex_Area_29a,0.20083200,0.20075300,0.16545390,0.20090510,0.18067200,0.16462630,0.16338800,0.16981220,,0.15180300,0.20408550,0.17042680,0.17668960,0.14327070,0.16919980,0.15832460,0.18588990,0.15564260,0.20237640,0.18893640,0.18772850,0.17135810,0.18204590,0.18034850,0.18261100,0.17342270,0.17767780
Cingulate_Cortex_Area_29b,0.18129580,0.16652220,0.14116630,0.14842250,0.13656840,0.13729350,0.10512940,0.11723730,,0.11188000,0.13126760,0.13760720,0.15266070,0.11166750,0.15565190,0.10206430,0.15076760,0.10896350,0.14962260,0.16579400,0.14149580,0.13087870,0.17690570,0.15967200,0.17240000,0.14251430,0.14392270
Cingulate_Cortex_Area_29c,0.26208390,0.25001340,0.20538210,0.23726050,0.18717810,0.21890680,0.17892550,0.19448530,,0.17378280,0.22622090,0.18242490,0.22403240,0.14562440,0.20766130,0.15903190,0.22138520,0.18202610,0.21789130,0.20514420,0.22344260,0.20634690,0.23131350,0.22837640,0.22743220,0.22229160,0.21435540
Cingulate_Cortex_Area_30,0.18270710,0.16799060,0.15251440,0.16626040,0.14240170,0.14958480,0.13564470,0.14248470,,0.13647060,0.15950850,0.15028850,0.17407300,0.12569860,0.15793570,0.12206050,0.15801960,0.13438840,0.15578400,0.15759960,0.15143980,0.14423840,0.17343580,0.15715720,0.15608280,0.15580800,0.15884300
Cingulate_Cortex_Area_32,0.15033520,0.14641720,0.13566640,0.13426210,0.12727220,0.12173980,0.12324370,0.12298210,,0.12356210,0.13888560,0.10417560,0.14275690,0.11498590,0.13753240,0.12362600,0.14497180,0.12951040,0.14422650,0.14414190,0.13157010,0.13729820,0.13857110,0.15356090,0.14651510,0.14299040,0.15599980
Primary_Auditory_Cortex,0.12738330,0.13726060,0.10994460,0.12006120,0.14207650,0.14050750,0.10769470,0.10220180,,0.11455450,0.11062520,0.12072130,0.13344490,0.08080418,0.10665520,0.10227420,0.11688750,0.08852606,0.10986000,0.11970690,0.12034640,0.11474580,0.12210040,0.12856300,0.12573150,0.12535910,0.13758330
Secondary_Auditory_Cortex_Dorsal_Part,0.09707151,0.12474440,0.10782640,0.11302560,0.14257470,0.12717030,0.10692120,0.09922744,,0.12095880,0.09015878,0.13093620,0.11269040,0.10769530,0.09432054,0.11649240,0.10423770,0.08528226,0.10450250,0.11755870,0.12798830,0.10103620,0.11717740,0.10636400,0.10501530,0.11093360,0.11847280
Secondary_Auditory_Cortex_Ventral_Part,0.11503130,0.12502450,0.10941640,0.12330850,0.13204380,0.14333380,0.10895710,0.11140790,,0.11465530,0.10952830,0.11626440,0.12051650,0.09579112,0.11207690,0.10718470,0.11567300,0.09662808,0.11338690,0.12545070,0.11768960,0.10592560,0.13131660,0.12976670,0.11543480,0.12687390,0.12959540
Dorsolateral_Orbital_Cortex,0.18283760,0.16917540,0.16096030,0.15761340,0.13754070,0.13214820,0.12823270,0.11021650,,0.14158890,0.14953250,0.11460900,0.15512330,0.12990210,0.15055530,0.12060370,0.15918030,0.13089930,0.15614540,0.14655660,0.13709030,0.13115340,0.17441110,0.16048760,0.14283680,0.14805510,0.15851320
Frontal_Cortex_Area_3,0.14647060,0.13653130,0.11029110,0.10711880,0.10986720,0.12422260,0.09160423,0.09151358,,0.09877231,0.10440770,0.08603071,0.11940560,0.08378445,0.10926250,0.08098083,0.12794170,0.08155497,0.10241430,0.09853312,0.10279900,0.09789070,0.11745710,0.11743190,0.10694300,0.11219840,0.10379770
Frontal_Association_Cortex,0.16959110,0.14997470,0.14893580,0.13620650,0.12856890,0.13352600,0.12990370,0.11784390,,0.13324720,0.14363490,0.11956660,0.14520930,0.11614950,0.13178330,0.11634360,0.14333360,0.12186270,0.14396030,0.14160130,0.13077630,0.13527020,0.15070050,0.15800350,0.14595670,0.13965050,0.15013680
Insular_Cortex,0.17020790,0.16077230,0.13519330,0.14014630,0.13937650,0.13096960,0.10963190,0.12585430,,0.11625490,0.13897110,0.10811730,0.14513990,0.09141742,0.14771470,0.11422010,0.15154310,0.12065480,0.13811910,0.14640150,0.14024120,0.12668360,0.16031160,0.15080220,0.13932780,0.14547490,0.14173460
Lateral_Orbital_Cortex,0.19285220,0.17928970,0.16747110,0.16693800,0.13876830,0.14963290,0.13990110,0.12253720,,0.14624720,0.16288920,0.13367250,0.16717730,0.12041100,0.16161180,0.12520450,0.15921770,0.13325210,0.17020440,0.16573700,0.15365370,0.15168170,0.18494170,0.17633170,0.17163090,0.16732270,0.18002020
Lateral_Parietal_Association_Cortex,0.08548643,0.08144595,0.08715734,0.09490570,0.07552619,0.07423668,0.08790676,0.07477512,,0.08226208,0.09582672,0.07347024,0.09355490,0.08904932,0.08143669,0.08060756,0.06697883,0.08241694,0.08785686,0.09848004,0.07788597,0.09164548,0.10642490,0.09296009,0.09605511,0.09779815,0.10956620
Primary_Motor_Cortex,0.14954830,0.14480640,0.13654170,0.12700400,0.11680360,0.11593470,0.13082760,0.12273820,,0.13178230,0.13517130,0.11407510,0.14109190,0.13049840,0.13345790,0.11204440,0.13341270,0.12820030,0.13423260,0.13942250,0.13474470,0.13968890,0.15367970,0.14868490,0.14370550,0.14656610,0.14470630
Secondary_Motor_Cortex,0.16335400,0.15355200,0.14847130,0.14527280,0.13437200,0.12647400,0.14496370,0.12554560,,0.14281720,0.14492070,0.12610280,0.15277500,0.12696810,0.15194850,0.12122530,0.14684310,0.13505590,0.14811760,0.14864460,0.14176730,0.14469210,0.15983110,0.15900290,0.15352340,0.14744130,0.15632710
Medial_Orbital_Cortex,0.15406440,0.14541350,0.14297040,0.13771350,0.13047710,0.13162600,0.13080920,0.11824040,,0.13152050,0.14547020,0.11010970,0.14562250,0.12084820,0.14365890,0.12415700,0.13966650,0.12751800,0.15307210,0.15005800,0.13623320,0.14316440,0.14186660,0.15689550,0.15055800,0.15481800,0.16781270
Medial_Parietal_Association_Cortex,0.14820760,0.13856940,0.13218700,0.14875250,0.12262150,0.10606550,0.12458540,0.12315620,,0.13164210,0.13941620,0.12850520,0.14182580,0.12938330,0.14393370,0.11149870,0.12772680,0.13418740,0.13895550,0.14166130,0.13726340,0.13322450,0.14351640,0.13782910,0.13422380,0.12812010,0.15352670
Parietal_Cortex_Posterior_Area_Rostral_Part,0.07461735,0.07937762,0.08304887,0.09628771,0.06930123,0.07827316,0.08184978,0.07786147,,0.08788244,0.09074583,0.07487927,0.08864038,0.08406097,0.08432285,0.08276552,0.06997043,0.07936193,0.08294592,0.08372536,0.07441549,0.08182182,0.08802816,0.07812283,0.08316527,0.09432148,0.09486190
Primary_Somatosensory_Cortex,0.10574060,0.12866890,0.08975810,0.10971980,0.15606370,0.14191980,0.11921190,0.10199530,,0.13516230,0.10902530,0.12712350,0.11188020,0.12964970,0.08992963,0.13435510,0.09270099,0.13695900,0.09602527,0.12074330,0.12088540,0.08614456,0.11029420,0.11362270,0.09521898,0.09083640,0.09763474
Primary_Somatosensory_Cortex_Barrel_Field,0.14375910,0.14084730,0.13110090,0.13455810,0.12014700,0.13581970,0.12745380,0.13569260,,0.12844490,0.12144690,0.11031700,0.13528040,0.11545660,0.11331580,0.11582000,0.12098760,0.12920550,0.11535540,0.13452590,0.12489980,0.12171790,0.13165070,0.12616780,0.11558780,0.11035230,0.11533150
Primary_Somatosensory_Cortex_Dysgranular_Zone,0.12259190,0.13882350,0.12675440,0.12696110,0.10722700,0.12579370,0.12278720,0.13495350,,0.13269740,0.12146070,0.11231140,0.12202900,0.12830960,0.09811713,0.12356770,0.12515320,0.13654890,0.12802770,0.13143740,0.12688640,0.12338790,0.12382260,0.12457450,0.12398970,0.11685090,0.12240800
Primary_Somatosensory_CortexForelimb_Region,0.13066940,0.13802360,0.12159860,0.12462340,0.10793710,0.11957540,0.12611270,0.12700000,,0.12404390,0.12207600,0.11089050,0.12204200,0.12497970,0.11030360,0.11935030,0.13815450,0.13404460,0.13147530,0.13785810,0.13140890,0.12814140,0.12650440,0.13049420,0.12783100,0.13035580,0.13065120
Primary_Somatosensory_Cortex_Hindlimb_Region,0.12437790,0.13128660,0.11644440,0.13263550,0.10984130,0.11924300,0.12398050,0.12810460,,0.12948720,0.11780680,0.11253240,0.12236590,0.13639380,0.11869060,0.12615670,0.11367810,0.13726780,0.13346900,0.14145040,0.13001090,0.12896220,0.13820740,0.13686460,0.13690480,0.13819770,0.13147940
Primary_Somatosensory_Cortex_Jaw_Region,0.14782480,0.13120090,0.11085340,0.11084600,0.10895330,0.12127200,0.10293800,0.10481120,,0.09507710,0.11478810,0.09182342,0.13112740,0.08130439,0.11357860,0.09154902,0.13572650,0.09437329,0.09910290,0.09967567,0.10397860,0.09817431,0.11556440,0.11685820,0.10558220,0.11176710,0.10150840
Primary_Somatosensory_Cortex_Shoulder_Region,0.08809260,0.11112810,0.10052580,0.14020070,0.12766900,0.11220240,0.10490830,0.10862980,,0.12845120,0.12093050,0.10719310,0.10814820,0.13179700,0.09222507,0.14819700,0.10334490,0.13674820,0.09653346,0.10905410,0.11317990,0.10747240,0.11576800,0.12309700,0.11185630,0.09191290,0.10771150
Primary_Somatosensory_Cortex_Trunk_Region,0.09249610,0.09880384,0.08468845,0.11420990,0.09623010,0.08464963,0.08975746,0.09129879,,0.10471970,0.09926648,0.08420836,0.09840377,0.10148980,0.08737467,0.10351910,0.08176357,0.09970809,0.10295000,0.10265690,0.08440511,0.10247710,0.10361610,0.09934022,0.09561730,0.09235988,0.10929370
Primary_Somatosensory_Cortex_Upper_Lip_Region,0.14328840,0.12163620,0.10404950,0.09975648,0.10821120,0.12078350,0.10330030,0.09949202,,0.08976596,0.09773343,0.08944087,0.11780890,0.08386612,0.10861820,0.08894230,0.10774200,0.09709105,0.09976528,0.09642874,0.09932961,0.09613878,0.10320560,0.10969260,0.10506410,0.11083020,0.09920401
Secondary_Somatosensory_Cortex,0.13724050,0.12308490,0.10169670,0.11236510,0.10697100,0.12634240,0.08630203,0.09787816,,0.08224846,0.10347140,0.08862139,0.11088590,0.07242633,0.10918920,0.08221950,0.11984970,0.09180259,0.10645270,0.10506820,0.11557300,0.09448735,0.11658470,0.12461090,0.10520550,0.12265020,0.11771770
Temporal_Association_Cortex,0.14053370,0.13462520,0.12496590,0.11312120,0.13401890,0.14821400,0.10692150,0.10484190,,0.10596450,0.10890070,0.11687790,0.13807010,0.08767626,0.11690000,0.10339080,0.12877580,0.09691960,0.11996780,0.12107440,0.11871980,0.11520480,0.14066770,0.14141330,0.12914180,0.14408980,0.13985610
Primary_Visual_Cortex,0.07770191,0.07976206,0.07961961,0.07917105,0.07076913,0.07386909,0.08176692,0.07689483,,0.08539542,0.08185764,0.06351694,0.07589655,0.08720865,0.07517861,0.07896923,0.05948288,0.08492498,0.08646680,0.08692452,0.09207477,0.08615878,0.08681057,0.08487516,0.09023009,0.08339403,0.09581432
Primary_Visual_Cortex_Binocular_Area,0.09337275,0.09770946,0.08825393,0.08538722,0.08646625,0.08191494,0.09590858,0.08514360,,0.08425147,0.07784185,0.06190550,0.08183984,0.08065695,0.08197960,0.08872274,0.08753279,0.08603486,0.10272150,0.09994418,0.09635662,0.09648021,0.09743609,0.09766462,0.09582599,0.10204660,0.10739990
Primary_Visual_Cortex_Monocular_Area,0.12403220,0.12466480,0.11674170,0.11546920,0.11232740,0.09573857,0.11970090,0.11256600,,0.11074210,0.12509780,0.09134554,0.13275880,0.10846110,0.11310770,0.10387260,0.11875600,0.11303890,0.13334810,0.13354030,0.12606400,0.12766100,0.13668980,0.13341330,0.11782910,0.12369780,0.12680030
Secondary_Visual_CortexLateral_Area,0.11195540,0.11375980,0.09785782,0.09885962,0.11787240,0.11055310,0.09428154,0.08713016,,0.09135538,0.09131917,0.08978192,0.10871420,0.09140611,0.08913724,0.10614040,0.10220700,0.09536824,0.10602170,0.11909060,0.10984130,0.10890030,0.11513830,0.11370430,0.10816850,0.11282580,0.11196830
Secondary_Visual_Cortex_Mediolateral_Area,0.12095510,0.11906260,0.11760290,0.12240690,0.10863510,0.09853156,0.12013410,0.10547690,,0.12045830,0.13258060,0.10951160,0.13572710,0.11319190,0.12467990,0.10617400,0.11426650,0.12274750,0.13774320,0.13496470,0.12950360,0.11957420,0.14434880,0.12862910,0.13088200,0.13094250,0.14111030
Secondary_Visual_Cortex_Mediomedial_Area,0.16076500,0.14613960,0.13555860,0.14791700,0.12660000,0.11855750,0.12910740,0.12624860,,0.12579810,0.14511270,0.12692970,0.15803500,0.12893960,0.15006700,0.11273490,0.14141140,0.12627170,0.15247940,0.14564880,0.13980250,0.13280720,0.15951300,0.14710740,0.14238150,0.14554200,0.15023210
Ventral_Orbital_Cortex,0.20536520,0.18789590,0.18421380,0.18242800,0.16301630,0.16038120,0.16798560,0.14428110,,0.16529550,0.18378930,0.14954490,0.18780590,0.14322150,0.17065780,0.15255140,0.18530510,0.16115810,0.19493050,0.18286320,0.17757080,0.18464720,0.19727100,0.20114780,0.20197480,0.19519770,0.20739040
Caudomedial_Entorhinal_Cortex,0.14938340,0.14572450,0.17661960,0.13449280,0.12988560,0.13986770,0.13634740,0.12146900,,0.13382020,0.14043290,0.12304490,0.15053660,0.12585630,0.13489130,0.11843870,0.14234000,0.12977620,0.15235290,0.16846740,0.14005600,0.13902850,0.15239410,0.14084120,0.14523760,0.13305090,0.13434310
Dorsal_Intermediate_Entorhinal_Cortex,0.18923050,0.18158640,0.18102240,0.17633350,0.13097070,0.19617310,0.15281600,0.13228910,,0.16010290,0.19237070,0.16169640,0.20161780,0.15763290,0.17206810,0.15378170,0.17486800,0.13993250,0.17308200,0.17214540,0.16038820,0.16143950,0.18012510,0.16247590,0.18993230,0.18184940,0.21569850
Dorsolateral_Entorhinal_Cortex,0.22214410,0.20985540,0.19280830,0.19789250,0.16716450,0.21212780,0.17423110,0.15954910,,0.17678950,0.20440250,0.18682980,0.21010040,0.16140790,0.17007940,0.17253100,0.19212140,0.15261090,0.19643110,0.20506330,0.17415620,0.18343610,0.21335870,0.18259520,0.20537480,0.18656930,0.22293930
Medial_Entorhinal_Cortex,0.13366400,0.12432390,0.12421040,0.11023070,0.08203492,0.08628720,0.11118300,0.08906572,,0.10821270,0.11211060,0.09144505,0.13011730,0.11014890,0.11388290,0.10450130,0.10819550,0.10280420,0.11287550,0.11317540,0.11306300,0.10394650,0.11278270,0.10178040,0.11255670,0.11316100,0.10355720
Ventral_Intermediate_Entorhinal_Cortex,0.14645160,0.13721560,0.14712370,0.13801000,0.08859022,0.12265840,0.12869270,0.10858200,,0.13498080,0.15432460,0.12477620,0.15975940,0.12911770,0.14001690,0.11259200,0.14224320,0.13085630,0.14858780,0.13309430,0.14588230,0.13503060,0.14577060,0.13915300,0.15084550,0.14439450,0.15775260
Claustrum,0.34897710,0.30356790,0.30003400,0.31554410,0.24956150,0.21527100,0.28274680,0.24590550,,0.26845820,0.30098990,0.22860260,0.31197830,0.22125910,0.29467600,0.25322320,0.29395830,0.26017350,0.32529060,0.33413510,0.29430270,0.29884250,0.33499130,0.32318690,0.32743200,0.32143340,0.32308360
Dorsal_Claustrum,0.21911420,0.20812940,0.21412100,0.23362600,0.17397420,0.17599170,0.18200040,0.18356400,,0.20408110,0.23750290,0.17914090,0.24547470,0.14270650,0.23160550,0.17593690,0.23914570,0.20416270,0.24573310,0.24467090,0.22868580,0.23635340,0.25384810,0.25238380,0.25204000,0.24144880,0.26575340
Posterolateral_Cortical_Amygdaloid_Area,0.16130360,0.15056410,0.14055060,0.14450070,0.11015380,0.11560010,0.13501920,0.12418150,,0.15049700,0.15117160,0.14045790,0.15176730,0.16758550,0.15688390,0.14264550,0.13766040,0.13346140,0.16129210,0.14640740,0.13702350,0.14828280,0.16390930,0.15711940,0.17488610,0.17409440,0.17137580
Ventral_Claustrum,0.29583340,0.27404840,0.26636690,0.27228750,0.22678180,0.21446060,0.23059850,0.23591600,,0.25096670,0.28972460,0.21781720,0.28972660,0.17361970,0.29931590,0.24135310,0.29610070,0.24629590,0.29971990,0.29580240,0.29938200,0.27875600,0.31190970,0.29122930,0.29981830,0.29695720,0.30476700
Hippocampus,0.19326370,0.18841260,0.17367190,0.17878370,0.16337520,0.19004240,0.17204560,0.16852680,,0.15664460,0.17126310,0.14664090,0.18558690,0.12272360,0.18335410,0.14956590,0.18407430,0.16567080,0.19213110,0.19933970,0.18812390,0.17754860,0.20353420,0.20372350,0.19960390,0.19016660,0.20044520
Dorsal_Tenia_Tecta,0.10919680,0.10917210,0.10315680,0.11305350,0.09248815,0.10440860,0.11487410,0.10745520,,0.10014570,0.11748830,0.09707472,0.11075600,0.10075780,0.11252300,0.11181110,0.12386590,0.10926270,0.11763640,0.12619370,0.11403470,0.11225040,0.12681130,0.12219820,0.11822530,0.10997450,0.12476720
Ectorhinal_Cortex,0.17374230,0.15633960,0.14118380,0.15424450,0.14219430,0.16612050,0.11903380,0.12197190,,0.11823610,0.13380750,0.14033680,0.15588560,0.09248600,0.14344880,0.11199280,0.15217170,0.11602500,0.14038410,0.14667770,0.14390910,0.13636160,0.16459550,0.16287760,0.14026270,0.16359260,0.15553540
Parasubiculum,0.15179120,0.14591950,0.16033170,0.14393860,0.12184250,0.14481900,0.13230520,0.12650510,,0.11828320,0.15030770,0.12040770,0.15889330,0.11509560,0.14775590,0.12103160,0.15447370,0.14155680,0.15156890,0.17988270,0.14456690,0.14192480,0.16235640,0.16070530,0.15600880,0.14076250,0.15547640
Perirhinal_Cortex,0.19675840,0.17661680,0.17036350,0.17713290,0.16151770,0.20625880,0.14200760,0.14674060,,0.14675310,0.16134940,0.18113440,0.17573030,0.11854180,0.15972830,0.13512340,0.16937690,0.13850700,0.16246680,0.16894500,0.16392880,0.15825800,0.18913280,0.18384540,0.16786640,0.16838260,0.17606270
Presubiculum,0.15085960,0.13583850,0.13839580,0.14216200,0.10356180,0.10878950,0.14827250,0.13365490,,0.12504180,0.17346930,0.12357730,0.15517600,0.14036590,0.15400280,0.12138670,0.14156180,0.16028950,0.16018600,0.16823690,0.14077900,0.14348310,0.15739610,0.15589490,0.16164030,0.14001150,0.14168360
Piriform_Cortex,0.19996730,0.18680050,0.17763180,0.18671550,0.16537250,0.16080440,0.17198110,0.16390830,,0.16830390,0.18584130,0.15730100,0.18443190,0.14860910,0.18217920,0.16175570,0.18322180,0.16847650,0.19268030,0.19359030,0.18533840,0.18322040,0.19728510,0.19417350,0.19620050,0.18936980,0.19760860
Amygdalopiriform_Transition_Area,0.13147630,0.12184150,0.11299360,0.12603870,0.09104519,0.12788770,0.11116400,0.11773510,,0.11546850,0.14201880,0.12410330,0.14352970,0.11900780,0.13964960,0.11139600,0.12423400,0.12317510,0.12796750,0.12268690,0.12124350,0.13067340,0.12111420,0.11470190,0.14081510,0.12954460,0.15898940
Hypothalamus,0.15520910,0.14593250,0.13462050,0.15541050,0.12687100,0.15707990,0.12085740,0.11973450,,0.13092330,0.13852670,0.12951730,0.15537450,0.13704560,0.13788710,0.11992260,0.13506100,0.13469420,0.15978290,0.16087360,0.15164530,0.14546460,0.17202750,0.15325970,0.15261220,0.15620200,0.16370210
Preoptic_Telencephalon,0.18639290,0.17273400,0.15268760,0.17054310,0.13990300,0.12958660,0.15215540,0.14321130,,0.14654950,0.16380470,0.13084950,0.17216310,0.14956470,0.16212320,0.14645980,0.16267370,0.16511350,0.18109920,0.18033560,0.18247250,0.17508080,0.19284020,0.17656820,0.17329800,0.17818090,0.17968600
